,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate
98383,gramado,RS,2017-09-13 22:18:47,2017-09-13 22:30:27,2017-09-18 21:07:28,2017-09-27 19:57:52,2017-10-03,4,,,2017-09-28 00:00:00,2017-09-29 11:15:22,2017-09-19 22:30:27,19.9,15.1,46.0,331.0,1.0,125.0,1,credit_card,1,35.0,maringa,PR,electronics,Electronics,4680.0,20,14,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
12456,brasilia,DF,2018-03-21 20:20:40,2018-03-21 20:35:36,2018-03-27 20:33:27,2018-04-02 22:18:27,2018-04-11,1,,Me entregaram uma mochila em vez do esterilizador !! ,2018-04-03 00:00:00,2018-04-03 18:39:28,2018-03-27 20:35:36,112.33,15.8,54.0,699.0,1.0,1277.0,1,credit_card,10,128.13,aparecida de goiania,GO,auto,Electronics,20250.0,21,12,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
40409,sao jose do rio preto,SP,2018-03-20 16:56:19,2018-03-22 02:56:23,2018-03-23 13:11:59,2018-03-29 20:03:49,2018-04-06,5,,sempre rápidos na entrega,2018-03-30 00:00:00,2018-04-02 12:12:28,2018-03-28 02:56:23,105.9,14.83,60.0,259.0,1.0,1225.0,1,boleto,1,120.73,ibitinga,SP,bed_bath_table,Furniture,19950.0,17,9,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
66148,campestre da serra,RS,2017-02-08 12:53:38,2017-02-08 13:15:10,2017-02-13 08:17:32,2017-02-21 12:34:16,2017-03-16,5,,"produto original de qualidade, lindo, chego muito antes do previsto, transporte seguro, uma das melhores compra on line que já fiz, obrigado.",2017-02-22 00:00:00,2017-02-23 12:41:31,2017-02-15 12:53:38,1323.0,24.96,34.0,608.0,3.0,600.0,1,credit_card,8,1347.96,barueri,SP,watches_gifts,Electronics,6555.0,36,13,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
36304,pocos de caldas,MG,2018-03-31 16:21:51,2018-03-31 16:35:20,2018-04-04 16:04:24,2018-04-09 23:06:32,2018-04-19,5,,,2018-04-10 00:00:00,2018-04-11 08:27:13,2018-04-05 16:31:46,149.9,14.08,60.0,269.0,1.0,1700.0,1,credit_card,2,163.98,piracicaba,SP,bed_bath_table,Furniture,7616.0,19,9,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
72108,porto alegre,RS,2017-11-18 20:23:35,2017-11-18 20:46:08,2017-11-22 17:38:40,2017-12-01 22:26:43,2017-12-19,5,,,2017-12-02 00:00:00,2017-12-03 15:52:50,2017-11-23 20:46:08,234.9,16.39,42.0,500.0,1.0,4050.0,1,credit_card,2,251.29,guariba,SP,health_beauty,Beauty & Health,2431.0,31,13,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
96937,pompeia,SP,2018-03-01 16:43:57,2018-03-01 16:55:57,2018-03-05 11:32:18,2018-03-17 10:08:29,2018-03-20,1,,,2018-03-18 00:00:00,2018-03-20 13:59:49,2018-03-07 16:55:57,37.9,11.85,47.0,475.0,1.0,370.0,1,credit_card,2,298.5,campinas,SP,construction_tools_construction,Industry & Construction,11088.0,19,16,12,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast
108050,sao paulo,SP,2017-09-10 19:10:22,2017-09-10 19:23:25,2017-09-15 21:27:38,2017-09-19 14:59:20,2017-09-21,5,,O produto e muito bom ,2017-09-20 00:00:00,2017-09-21 08:09:53,2017-09-14 19:23:25,35.0,7.78,51.0,264.0,2.0,200.0,1,credit_card,1,213.9,sao paulo,SP,fashion_bags_accessories,Fashion,1408.0,11,9,4,Late,OnTime/Early,Fast,Fast,Very Fast
101042,volta redonda,RJ,2018-08-19 17:16:52,2018-08-20 12:35:14,2018-08-23 14:35:00,2018-08-24 16:49:51,2018-08-29,5,Tudo certo!,"O produto chegou antes do prazo, processo ok!",2018-08-25 00:00:00,2018-08-25 21:14:36,2018-08-27 12:35:14,114.99,8.23,41.0,901.0,1.0,150.0,2,voucher,1,100.0,rio de janeiro,RJ,pet_shop,Home & Garden,2850.0,10,5,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
1318,torrinha,SP,2017-02-02 18:59:30,2017-02-02 19:10:22,2017-02-03 14:36:23,2017-02-08 15:17:35,2017-03-15,4,,Comprei uma cadeira de escritório e está chegou no tempo previsto e é de muito boa qualidade,2017-02-09 00:00:00,2017-02-11 00:05:06,2017-02-10 18:59:30,119.97,20.14,56.0,1085.0,1.0,8975.0,1,credit_card,2,140.11,itaquaquecetuba,SP,office_furniture,Furniture,65520.0,41,6,5,OnTime/Early,OnTime/Early,Very Slow,Very Fast,Very Fast
37700,cidade gaucha,PR,2016-10-04 23:59:01,2016-10-05 03:45:41,2016-10-09 03:45:42,2016-10-16 10:41:50,2016-11-28,5,,"Todo conforme o planejado, amei os produtos superou a minha expectativa!",2016-10-26 00:00:00,2016-10-27 15:58:28,2016-10-09 03:45:42,79.9,15.91,54.0,584.0,1.0,1200.0,1,credit_card,3,383.24,ibitinga,SP,bed_bath_table,Furniture,6072.0,55,12,7,OnTime/Early,OnTime/Early,Very Slow,Fast,Very Fast
85595,sao paulo,SP,2018-04-06 19:26:06,2018-04-07 02:48:17,2018-04-11 20:32:28,2018-04-16 18:08:48,2018-04-26,4,,,2018-04-17 00:00:00,2018-04-17 22:28:40,2018-04-12 02:48:17,53.9,13.46,58.0,340.0,2.0,1500.0,1,boleto,1,67.36,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,20,10,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
88345,indaiatuba,SP,2017-09-14 20:24:21,2017-09-14 20:35:13,2017-09-15 14:44:53,2017-09-18 16:27:47,2017-09-26,5,,"Como as outras compras, a entrega dentro do prazo e produto correto. Estou muito satisfeito",2017-09-19 00:00:00,2017-09-19 22:36:03,2017-09-20 20:35:13,17.8,9.34,60.0,71.0,1.0,275.0,1,credit_card,2,27.14,sao paulo,SP,small_appliances,Electronics,11592.0,12,4,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
6631,praia grande,SP,2017-02-07 11:11:30,2017-02-07 11:23:15,2017-02-09 09:50:07,2017-02-13 13:11:38,2017-03-07,5,,,2017-02-14 00:00:00,2017-02-15 09:00:31,2017-02-14 11:11:30,99.0,33.73,52.0,746.0,4.0,15400.0,1,credit_card,10,132.73,mogi das cruzes,SP,furniture_decor,Furniture,96000.0,28,6,4,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
23872,guaratingueta,SP,2018-05-29 11:33:14,2018-05-30 02:32:19,2018-05-30 14:26:00,2018-06-03 12:02:26,2018-06-29,5,muito bom,adorei! super resistente e bonito o tapete! Recomendo,2018-06-04 00:00:00,2018-06-05 14:34:24,2018-06-07 02:31:55,34.9,13.71,35.0,290.0,1.0,345.0,1,boleto,1,48.61,sao paulo,SP,baby,Fashion,2976.0,31,5,4,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
54084,jacarei,SP,2018-01-22 20:16:33,2018-01-23 20:12:56,2018-01-25 18:04:45,2018-01-26 22:18:31,2018-02-06,5,,,2018-01-27 00:00:00,2018-02-09 19:37:34,2018-01-29 20:12:56,59.9,9.94,22.0,683.0,3.0,700.0,1,credit_card,1,69.84,santos,SP,cool_stuff,Fashion,8000.0,15,4,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
46711,sao paulo,SP,2017-09-29 21:56:33,2017-09-29 22:07:28,2017-10-03 18:56:07,2017-10-14 15:57:31,2017-10-23,4,,,2017-10-15 01:00:00,2017-10-17 20:02:10,2017-10-04 22:07:28,25.0,12.69,45.0,111.0,3.0,550.0,1,credit_card,1,37.69,campo limpo paulista,SP,toys,Entertainment,12500.0,24,15,11,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
99466,vitoria da conquista,BA,2018-03-04 16:45:30,2018-03-04 16:55:55,2018-03-06 00:41:29,2018-03-16 23:04:58,2018-03-27,5,,,2018-03-17 00:00:00,2018-03-20 10:24:22,2018-03-08 16:55:55,12.95,16.79,45.0,544.0,1.0,190.0,1,credit_card,2,29.74,sao paulo,SP,electronics,Electronics,4224.0,23,12,10,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
41431,pedreira,SP,2018-01-09 12:53:12,2018-01-11 02:33:20,2018-01-11 21:29:18,2018-01-19 00:22:19,2018-01-30,5,,,2018-01-19 00:00:00,2018-01-22 11:03:37,2018-01-17 02:33:20,35.0,11.85,58.0,744.0,1.0,350.0,1,boleto,1,46.85,ibitinga,SP,bed_bath_table,Furniture,2560.0,21,10,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
93094,sao paulo,SP,2017-08-25 21:45:09,2017-08-26 02:11:17,2017-08-28 19:23:01,2017-08-30 19:27:48,2017-09-06,3,,,2017-08-31 00:00:00,2017-09-01 00:57:05,2017-08-31 02:11:17,24.99,7.78,51.0,536.0,1.0,100.0,1,boleto,1,32.77,sao paulo,SP,telephony,Electronics,2352.0,12,5,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
94560,barretos,SP,2018-08-01 20:23:30,2018-08-01 20:43:59,2018-08-03 16:29:00,2018-08-10 17:12:24,2018-09-17,4,,,2018-08-11 00:00:00,2018-08-11 21:14:35,2018-08-07 20:43:59,170.0,53.54,58.0,1500.0,4.0,700.0,2,voucher,1,126.18,lauro de freitas,BA,telephony,Electronics,10080.0,47,9,7,OnTime/Early,OnTime/Early,Very Slow,Fast,Very Fast
96010,sao paulo,SP,2017-04-25 14:51:35,2017-04-25 15:05:16,2017-05-04 14:52:32,2017-05-08 11:52:06,2017-05-19,5,,,2017-05-09 00:00:00,2017-05-10 12:18:21,2017-05-05 15:05:16,130.0,14.67,56.0,279.0,2.0,170.0,1,credit_card,1,144.67,curitiba,PR,telephony,Electronics,1840.0,24,13,4,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
25694,sao paulo,SP,2018-05-04 00:23:31,2018-05-05 02:53:38,2018-05-07 14:30:00,2018-05-09 16:27:54,2018-05-29,1,,,2018-05-10 00:00:00,2018-05-14 17:44:57,2018-05-10 02:53:38,29.99,4.52,50.0,216.0,2.0,300.0,1,boleto,1,134.57,porto alegre,RS,baby,Fashion,1280.0,25,5,2,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
3938,sao bernardo do campo,SP,2018-04-01 22:16:25,2018-04-01 23:08:33,2018-04-04 23:41:26,2018-04-05 15:54:31,2018-04-13,5,,,2018-04-06 00:00:00,2018-04-06 19:45:50,2018-04-08 23:08:33,35.0,8.88,50.0,830.0,1.0,650.0,1,credit_card,8,87.76,sao paulo,SP,furniture_decor,Furniture,14000.0,12,4,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
105190,juiz de fora,MG,2018-04-03 20:00:38,2018-04-03 20:10:13,2018-04-04 19:38:24,2018-04-18 19:58:31,2018-04-30,2,,"Comprei o produto na cor branca, que era, inclusive, mais cara. Porém recebi o produto na cor preta. ",2018-04-19 00:00:00,2018-04-19 23:38:23,2018-04-12 20:10:13,35.64,22.93,57.0,1024.0,1.0,400.0,1,credit_card,1,58.57,sao paulo,SP,audio,Electronics,8625.0,27,15,14,OnTime/Early,OnTime/Early,Slow,Fast,Fast
47838,duque de caxias,RJ,2017-11-03 09:55:46,2017-11-07 07:30:45,2017-11-08 19:24:57,2017-11-27 23:24:37,2017-11-29,1,,Não recebi os produtos corretamente faltou uma boneca pois comprei duas ,2017-11-28 00:00:00,2017-11-29 12:09:08,2017-11-13 04:26:17,70.97,8.88,41.0,673.0,1.0,3008.0,1,boleto,1,159.69,laranjal paulista,SP,toys,Entertainment,46080.0,26,24,19,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
56056,ibertioga,MG,2018-02-18 16:49:10,2018-02-18 17:50:33,2018-02-20 19:33:17,2018-03-07 19:59:02,2018-03-19,5,,,2018-03-08 00:00:00,2018-03-10 18:44:32,2018-02-22 17:50:33,162.5,18.71,56.0,1803.0,1.0,420.0,1,credit_card,2,181.21,maringa,PR,computers_accessories,Electronics,5632.0,29,17,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
17775,eunapolis,BA,2018-06-09 14:33:58,2018-06-09 14:59:31,2018-06-11 13:32:00,2018-06-20 18:35:26,2018-07-12,4,,,2018-06-21 00:00:00,2018-06-22 23:59:16,2018-06-12 14:59:31,41.99,22.06,56.0,752.0,2.0,200.0,1,credit_card,2,64.05,sao bernardo do campo,SP,sports_leisure,Entertainment,1760.0,33,11,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
50644,porto alegre,RS,2017-05-06 17:08:07,2017-05-06 17:22:01,2017-05-09 15:38:03,2017-05-18 14:52:11,2017-06-02,5,,,2017-05-19 00:00:00,2017-05-28 23:40:02,2017-05-11 17:22:01,69.99,16.74,48.0,874.0,1.0,1050.0,1,credit_card,1,86.73,sao paulo,SP,cool_stuff,Fashion,15750.0,27,12,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
50320,mateus leme,MG,2017-04-09 10:46:11,2017-04-09 10:55:10,2017-04-11 07:39:02,2017-04-17 10:59:39,2017-05-04,3,,,2017-04-18 00:00:00,2017-04-21 13:06:21,2017-04-13 10:55:10,12.99,15.56,43.0,199.0,1.0,200.0,1,credit_card,1,28.55,sao paulo,SP,cool_stuff,Fashion,5200.0,25,8,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
18574,uberlandia,MG,2018-01-10 15:19:50,2018-01-10 15:30:30,2018-01-11 18:09:46,2018-01-26 16:45:49,2018-02-09,5,,excelente muito obrigado.,2018-01-27 00:00:00,2018-01-29 13:44:09,2018-01-16 15:30:30,45.0,16.79,44.0,1675.0,1.0,300.0,1,credit_card,1,61.79,maringa,PR,sports_leisure,Entertainment,3168.0,30,16,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
85273,lorena,SP,2017-12-10 22:17:46,2017-12-10 23:30:45,2017-12-12 19:14:05,2017-12-26 13:18:12,2018-01-04,5,,Produto chegou bem embalado e protegido. Parabéns a loja pelo cuidado.,2017-12-27 00:00:00,2017-12-28 00:42:57,2017-12-14 23:30:45,59.0,13.43,58.0,340.0,2.0,1500.0,1,credit_card,4,217.29,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,25,16,14,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
109026,caratinga,MG,2017-01-29 17:44:07,2017-01-29 18:32:05,2017-01-30 13:14:56,2017-02-08 07:01:08,2017-03-09,5,,s,2017-02-09 00:00:00,2017-02-09 18:23:55,2017-02-02 17:44:07,239.9,18.0,57.0,674.0,1.0,22350.0,1,credit_card,4,257.9,santa barbara d´oeste,SP,luggage_accessories,Home & Garden,125504.0,39,10,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
49508,mogi das cruzes,SP,2017-08-14 18:37:59,2017-08-14 19:10:17,2017-08-16 00:25:42,2017-08-17 16:13:52,2017-08-30,5,,,2017-08-18 00:00:00,2017-08-18 19:29:17,2017-08-23 19:10:17,85.0,7.85,23.0,123.0,1.0,275.0,1,credit_card,9,92.85,sao bernardo do campo,SP,toys,Entertainment,4275.0,16,3,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
93496,maua,SP,2018-08-01 13:43:51,2018-08-01 14:05:21,2018-08-03 14:37:00,2018-08-04 18:51:28,2018-08-10,3,Funcional ,Entrega dentro do prazo.Mais a película fica descolando as laterais ,2018-08-05 00:00:00,2018-08-06 15:04:04,2018-08-07 14:05:21,13.99,7.39,51.0,1257.0,1.0,75.0,1,credit_card,1,2.14,sao paulo,SP,telephony,Electronics,1045.0,9,3,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
36193,brasilia,DF,2018-01-27 21:43:20,2018-01-27 21:55:36,2018-01-30 19:35:24,2018-02-20 00:33:35,2018-02-22,3,,,2018-02-21 00:00:00,2018-02-23 00:17:47,2018-02-01 21:55:36,199.9,21.89,60.0,264.0,1.0,2450.0,1,credit_card,10,221.79,piracicaba,SP,bed_bath_table,Furniture,11808.0,26,24,21,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
112393,brasilia,DF,2017-12-06 20:22:29,2017-12-06 20:33:01,2017-12-11 17:30:14,2017-12-12 22:14:31,2017-12-22,5,,"Obrigada, vcs são 10!",2017-12-13 00:00:00,2017-12-14 11:32:20,2017-12-12 20:33:01,249.0,9.33,29.0,2073.0,2.0,2500.0,1,credit_card,5,129.17,brasilia,DF,furniture_mattress_and_upholstery,Furniture,18081.0,16,6,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
70336,rio de janeiro,RJ,2018-04-19 06:19:51,2018-04-19 06:30:14,2018-04-19 21:54:25,2018-05-12 14:38:38,2018-05-28,2,,,2018-05-13 00:00:00,2018-05-14 10:28:51,2018-04-25 06:30:14,84.99,18.47,55.0,3185.0,1.0,2200.0,1,credit_card,2,103.46,praia grande,SP,health_beauty,Beauty & Health,10580.0,39,23,23,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
41465,porto alegre,RS,2017-11-21 14:38:18,2017-11-23 02:56:24,2017-11-23 20:12:02,2017-12-11 18:53:21,2017-12-15,2,,,2017-12-12 00:00:00,2017-12-13 11:39:38,2017-11-29 02:56:24,34.99,15.1,54.0,209.0,1.0,550.0,1,boleto,1,50.09,ibitinga,SP,bed_bath_table,Furniture,2560.0,24,20,18,OnTime/Early,OnTime/Early,Neutral,Neutral,Neutral
83272,itajuba,MG,2018-06-06 16:30:22,2018-06-06 16:55:21,2018-06-14 14:58:00,2018-06-19 16:18:58,2018-07-17,5,,,2018-06-20 00:00:00,2018-06-21 13:28:51,2018-06-14 16:55:21,39.95,15.43,59.0,872.0,7.0,500.0,1,credit_card,3,198.38,salto,SP,home_construction,Furniture,5120.0,41,13,5,OnTime/Early,OnTime/Early,Very Slow,Fast,Very Fast
82938,londrina,PR,2018-02-06 22:12:28,2018-02-07 22:55:52,2018-02-19 16:57:16,2018-02-20 18:16:55,2018-02-22,5,,,2018-02-21 00:00:00,2018-02-21 22:47:06,2018-02-13 22:55:52,319.0,11.65,45.0,854.0,1.0,400.0,1,credit_card,5,330.65,londrina,PR,perfumery,Beauty & Health,4600.0,16,14,1,Late,OnTime/Early,Neutral,Fast,Very Fast
4641,sorocaba,SP,2017-07-10 09:30:27,2017-07-12 02:10:35,2017-07-14 13:33:40,2017-07-22 13:29:34,2017-08-07,5,,Produto excelente... principalmente pra quem é alérgico a pouco e ácaro fácil de higienizar...excelente qualidade.,2017-07-23 00:00:00,2017-07-24 11:32:47,2017-07-26 02:10:35,45.9,12.69,59.0,438.0,1.0,900.0,1,boleto,1,117.18,ibitinga,SP,furniture_decor,Furniture,2400.0,28,12,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
57511,goiania,GO,2017-11-16 12:13:06,2017-11-16 13:15:59,2017-11-21 23:52:12,2017-11-22 17:23:50,2017-12-19,4,,"Produto igual descrito na imagem, entrega realizada antes do prazo.. Muito bom, recomendo!",2017-11-23 00:00:00,2017-11-24 09:15:03,2017-12-04 13:15:59,31.9,15.79,34.0,1078.0,2.0,250.0,1,credit_card,1,47.69,belo horizonte,MG,computers_accessories,Electronics,2378.0,33,6,1,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
109807,porto alegre,RS,2017-05-22 12:52:51,2017-05-22 13:10:53,2017-05-25 16:15:48,2017-06-01 14:45:40,2017-06-13,5,,,2017-06-02 00:00:00,2017-06-06 14:44:17,2017-05-26 13:10:53,29.9,14.1,48.0,375.0,6.0,200.0,1,credit_card,2,44.0,curitiba,PR,fashion_shoes,Fashion,3248.0,22,10,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
23405,timoteo,MG,2017-08-07 16:08:12,2017-08-07 16:25:14,2017-08-08 11:39:59,2017-08-14 18:06:06,2017-08-29,5,,,2017-08-15 00:00:00,2017-08-17 05:09:34,2017-08-11 16:25:14,25.9,16.11,63.0,893.0,1.0,400.0,1,credit_card,8,84.02,sao paulo,SP,sports_leisure,Entertainment,12600.0,22,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
72979,rio brilhante,MS,2018-01-06 10:44:19,2018-01-06 10:57:22,2018-01-08 16:08:23,2018-01-19 22:23:08,2018-02-07,5,,,2018-01-20 00:00:00,2018-01-22 11:58:38,2018-01-12 10:56:52,99.9,18.27,42.0,250.0,1.0,427.0,1,credit_card,3,118.17,petropolis,RJ,health_beauty,Beauty & Health,3570.0,32,13,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast
85662,sao jose dos pinhais,PR,2018-05-02 22:36:14,2018-05-03 00:30:38,2018-05-04 15:46:00,2018-05-11 17:56:48,2018-05-30,5,entrega ok,tudo certo lindo.,2018-05-12 00:00:00,2018-05-15 01:20:02,2018-05-08 23:54:23,53.9,16.07,57.0,339.0,2.0,1800.0,1,credit_card,1,0.26,sao jose do rio preto,SP,garden_tools,Furniture,32560.0,28,9,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
104105,nepomuceno,MG,2018-02-22 21:16:34,2018-02-22 21:30:33,2018-02-24 01:13:10,2018-03-14 22:02:16,2018-03-19,4,,Ocorreu tudo certo com a compra ,2018-03-15 00:00:00,2018-03-20 22:32:11,2018-02-28 21:30:33,79.0,25.39,44.0,1396.0,2.0,7225.0,1,credit_card,4,208.78,guarulhos,SP,industry_commerce_and_business,Industry & Construction,41200.0,25,20,18,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
83836,cuiaba,MT,2017-07-06 00:31:21,2017-07-06 00:44:04,2017-07-06 15:40:02,2017-07-21 19:29:53,2017-08-07,5,,,2017-07-22 00:00:00,2017-07-24 23:33:14,2017-07-12 00:44:04,112.0,51.91,34.0,511.0,4.0,8875.0,1,credit_card,10,327.82,cariacica,ES,garden_tools,Furniture,24080.0,32,15,15,OnTime/Early,OnTime/Early,Slow,Fast,Fast
55494,cuiaba,MT,2018-05-03 17:28:48,2018-05-03 17:54:18,2018-05-04 10:08:00,2018-05-24 16:58:26,2018-06-07,5,,,2018-05-25 00:00:00,2018-05-26 11:26:48,2018-05-09 17:54:18,149.9,30.08,48.0,894.0,1.0,533.0,1,credit_card,1,179.98,recife,PE,computers_accessories,Electronics,4840.0,35,21,20,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
37723,rio das pedras,SP,2017-03-15 21:23:47,2017-03-15 21:23:47,2017-03-21 09:11:46,2017-03-24 17:28:05,2017-04-06,3,,,2017-03-25 00:00:00,2017-03-29 01:29:47,2017-03-26 21:23:47,169.9,16.3,56.0,390.0,1.0,1983.0,1,credit_card,3,186.2,ibitinga,SP,bed_bath_table,Furniture,82418.0,22,9,3,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
79794,sorocaba,SP,2018-03-21 19:07:38,2018-03-23 02:10:29,2018-03-23 21:43:56,2018-03-26 14:04:24,2018-04-09,1,,,2018-03-27 00:00:00,2018-03-29 19:58:59,2018-04-02 02:10:29,79.99,13.56,59.0,1071.0,1.0,550.0,1,boleto,1,138.68,santo andre,SP,perfumery,Beauty & Health,5040.0,19,5,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
3455,guarulhos,SP,2018-08-12 13:25:50,2018-08-14 04:50:28,2018-08-27 09:20:00,2018-08-28 13:49:01,2018-08-21,1,,"Prazo de entrega para o dia 22/08, porém ate o momento não me entregaram o produto",2018-08-24 00:00:00,2018-08-24 16:41:43,2018-08-20 04:50:28,67.0,9.22,52.0,252.0,1.0,1400.0,1,boleto,1,152.44,sao paulo,SP,furniture_decor,Furniture,8000.0,9,16,1,Late,Late,Fast,Neutral,Very Fast
17055,vespasiano,MG,2017-06-15 11:35:38,2017-06-15 11:50:43,2017-06-16 15:22:09,2017-06-22 11:17:58,2017-07-10,5,,,2017-06-23 00:00:00,2017-06-25 20:29:22,2017-06-21 11:50:13,59.99,15.18,56.0,868.0,1.0,1500.0,1,credit_card,1,75.17,sao paulo,SP,sports_leisure,Entertainment,32000.0,25,7,6,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
109015,ouro preto,MG,2017-03-23 21:57:33,2017-03-23 22:05:35,2017-03-27 12:14:02,2017-04-04 13:54:38,2017-04-13,5,,,2017-04-05 00:00:00,2017-04-06 04:20:37,2017-03-29 22:05:35,249.99,68.45,57.0,674.0,1.0,22350.0,1,credit_card,7,318.44,santa barbara d´oeste,SP,luggage_accessories,Home & Garden,125504.0,21,12,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
45926,juiz de fora,MG,2018-05-22 21:20:12,2018-05-23 00:17:05,2018-05-24 13:56:00,2018-06-11 22:04:59,2018-06-20,1,,Comprei duas unidades do produto e só veio uma. Não consigo atendimento.,2018-06-12 00:00:00,2018-06-13 14:17:59,2018-05-29 00:17:05,169.4,23.77,51.0,373.0,1.0,1754.0,2,voucher,1,100.0,ibitinga,SP,bed_bath_table,Furniture,20328.0,29,20,18,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
37276,sertaozinho,SP,2018-04-12 00:12:11,2018-04-12 00:28:54,2018-04-12 21:52:43,2018-04-16 20:16:26,2018-05-07,5,,,2018-04-17 00:00:00,2018-04-21 04:54:03,2018-04-18 00:28:54,299.9,21.44,52.0,289.0,1.0,4050.0,1,credit_card,10,321.34,piracicaba,SP,bed_bath_table,Furniture,18240.0,25,4,4,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
12422,maripa,PR,2017-07-10 21:20:01,2017-07-10 21:45:16,2017-07-12 21:33:13,2017-07-21 19:52:15,2017-08-01,5,,,2017-07-22 00:00:00,2017-07-25 10:44:16,2017-07-16 21:45:16,259.0,16.56,63.0,437.0,8.0,400.0,1,credit_card,5,275.56,bauru,SP,auto,Electronics,1632.0,22,11,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
31598,rio de janeiro,RJ,2018-03-20 15:40:29,2018-03-20 15:55:49,2018-03-22 11:52:47,2018-04-03 23:59:03,2018-04-24,5,,,2018-04-04 00:00:00,2018-04-05 13:22:02,2018-03-26 15:55:49,9.12,17.06,14.0,116.0,1.0,50.0,1,credit_card,8,104.72,curitiba,PR,housewares,Home & Garden,2000.0,35,14,12,OnTime/Early,OnTime/Early,Slow,Fast,Fast
58217,lencois paulista,SP,2018-02-08 15:02:47,2018-02-09 10:11:33,2018-02-10 04:16:42,2018-02-16 20:43:59,2018-03-12,5,,,2018-02-17 00:00:00,2018-02-24 12:50:38,2018-02-21 08:31:46,80.9,12.7,32.0,321.0,1.0,207.0,1,boleto,1,93.6,maringa,PR,computers_accessories,Electronics,2652.0,32,8,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
63458,joinville,SC,2017-10-29 21:43:25,2017-10-29 21:55:08,2017-10-30 19:47:03,2017-11-17 19:46:33,2017-11-24,4,,,2017-11-18 00:00:00,2017-12-27 05:02:20,2017-11-03 21:55:08,49.99,50.22,47.0,458.0,2.0,150.0,1,credit_card,3,100.21,araguari,MG,consoles_games,Electronics,576.0,26,19,18,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
